competition_id,competition_name,competition_url,competition_type,ccode,gender
10197,World Cup Qualification AFC,/leagues/10197/overview/world-cup-qualification-afc,National Team Qualification,INT,M
10196,World Cup Qualification CAF,/leagues/10196/overview/world-cup-qualification-caf,National Team Qualification,INT,M
10198,World Cup Qualification CONCACAF,/leagues/10198/overview/world-cup-qualification-concacaf,National Team Qualification,INT,M
10199,World Cup Qualification CONMEBOL,/leagues/10199/overview/world-cup-qualification-conmebol,National Team Qualification,INT,M
10201,World Cup Qualification Inter-confederation,/leagues/10201/overview/world-cup-qualification-inter-confederation,National Team Qualification,INT,M
10200,World Cup Qualification OFC,/leagues/10200/overview/world-cup-qualification-ofc,National Team Qualification,INT,M
10195,World Cup Qualification UEFA,/leagues/10195/overview/world-cup-qualification-uefa,National Team Qualification,INT,M
306,World Cup U17,/leagues/306/overview/world-cup-u17,National Team Competitions,INT,M
10175,Super Cup,/leagues/10175/overview/super-cup,Domestic Cups,ALB,M
260,Superiore,/leagues/260/overview/superiore,Domestic Leagues - 1st Tier,ALB,M
9173,Superiore Qualification,/leagues/9173/overview/superiore-qualification,Domestic Leagues - 1st Tier,ALB,M
516,Ligue 1,/leagues/516/overview/ligue-1,Domestic Leagues - 1st Tier,ALG,M
112,Liga Profesional,/leagues/112/overview/liga-profesional,Domestic Leagues - 1st Tier,ARG,M
8965,Primera B Nacional,/leagues/8965/overview/primera-b-nacional,Domestic Leagues - 2nd Tier,ARG,M
9213,Primera B Metropolitana & Torneo Federal A,/leagues/9213/overview/primera-b-metropolitana-&-torneo-federal-a,Domestic Leagues - 3rd Tier and Lower,ARG,M
9305,Copa Argentina,/leagues/9305/overview/copa-argentina,Domestic Cups,ARG,M
9381,Super Cup,/leagues/9381/overview/super-cup,Domestic Cups,ARG,M
10007,Copa de la Liga Profesional,/leagues/10007/overview/copa-de-la-liga-profesional,Domestic Cups,ARG,M
10075,Torneo de Verano,/leagues/10075/overview/torneo-de-verano,Domestic Cups,ARG,M
10053,Trofeo de Campeones,/leagues/10053/overview/trofeo-de-campeones,Domestic Cups,ARG,M
118,Premier League,/leagues/118/overview/premier-league,Domestic Leagues - 1st Tier,ARM,M
113,A-League,/leagues/113/overview/a-league,Domestic Leagues - 1st Tier,AUS,M
9495,A-League Women,/leagues/9495/overview/a-league-women,Domestic Leagues - 1st Tier,AUS,F
9471,FFA Cup,/leagues/9471/overview/ffa-cup,Domestic Cups,AUS,M
38,Bundesliga,/leagues/38/overview/bundesliga,Domestic Leagues - 1st Tier,AUT,M
119,2. Liga,/leagues/119/overview/2.-liga,Domestic Leagues - 2nd Tier,AUT,M
278,Austrian Cup,/leagues/278/overview/austrian-cup,Domestic Cups,AUT,M
9832,Bundesliga Qualification,/leagues/9832/overview/bundesliga-qualification,Domestic Leagues - 1st Tier,AUT,M
262,Premier League,/leagues/262/overview/premier-league,Domestic Leagues - 1st Tier,AZE,M
263,Premier Division,/leagues/263/overview/premier-division,Domestic Leagues - 1st Tier,BLR,M
9255,Premier League qualification,/leagues/9255/overview/premier-league-qualification,Domestic Leagues - 1st Tier,BLR,M
9521,Cup,/leagues/9521/overview/cup,Domestic Cups,BLR,M
10189,Premier League qualification,/leagues/10189/overview/premier-league-qualification,Domestic Leagues - 1st Tier,BLR,M
9658,Super Cup,/leagues/9658/overview/super-cup,Domestic Cups,BLR,M
40,First Division A,/leagues/40/overview/first-division-a,Domestic Leagues - 1st Tier,BEL,M
264,2. Division,/leagues/264/overview/2.-division,Domestic Leagues - 2nd Tier,BEL,M
149,Cup,/leagues/149/overview/cup,Domestic Cups,BEL,M
41,First Division A Qualification,/leagues/41/overview/first-division-a-qualification,Domestic Leagues - 1st Tier,BEL,M
266,Super Cup,/leagues/266/overview/super-cup,Domestic Cups,BEL,M
144,Primera Division,/leagues/144/overview/primera-division,Domestic Leagues - 1st Tier,BOL,M
9334,Primera Division Qualification,/leagues/9334/overview/primera-division-qualification,Domestic Leagues - 1st Tier,BOL,M
267,Premier League,/leagues/267/overview/premier-league,Domestic Leagues - 1st Tier,BIH,M
268,Serie A,/leagues/268/overview/serie-a,Domestic Leagues - 1st Tier,BRA,M
8814,Serie B,/leagues/8814/overview/serie-b,Domestic Leagues - 2nd Tier,BRA,M
9067,Brazil Cup,/leagues/9067/overview/brazil-cup,Domestic Cups,BRA,M
9429,Copa de Nordeste,/leagues/9429/overview/copa-de-nordeste,Domestic Cups,BRA,M
10077,Super Cup,/leagues/10077/overview/super-cup,Domestic Cups,BRA,M
10290,Baiano,/leagues/10290/overview/baiano,Domestic Leagues - 3rd Tier and Lower,BRA,M
10272,Carioca Taca Guanabara,/leagues/10272/overview/carioca-taca-guanabara,Domestic Cups,BRA,M
10274,Gaucho,/leagues/10274/overview/gaucho,Domestic Leagues - 3rd Tier and Lower,BRA,M
10291,Goiano,/leagues/10291/overview/goiano,Domestic Leagues - 3rd Tier and Lower,BRA,M
10273,Mineiro,/leagues/10273/overview/mineiro,Domestic Leagues - 3rd Tier and Lower,BRA,M
10244,Paulista A1,/leagues/10244/overview/paulista-a1,Domestic Leagues - 3rd Tier and Lower,BRA,M
10078,Recopa Gaucha,/leagues/10078/overview/recopa-gaucha,Domestic Cups,BRA,M
8971,Serie C,/leagues/8971/overview/serie-c,Domestic Leagues - 3rd Tier and Lower,BRA,M
270,First Professional League,/leagues/270/overview/first-professional-league,Domestic Leagues - 1st Tier,BUL,M
271,Cup,/leagues/271/overview/cup,Domestic Cups,BUL,M
272,Super Cup,/leagues/272/overview/super-cup,Domestic Cups,BUL,M
9986,Premier League,/leagues/9986/overview/premier-league,Domestic Leagues - 1st Tier,CAN,M
9837,Canadian Championship,/leagues/9837/overview/canadian-championship,Domestic Leagues - 2nd Tier,CAN,M
273,Primera Division,/leagues/273/overview/primera-division,Domestic Leagues - 1st Tier,CHI,M
9091,Cup,/leagues/9091/overview/cup,Domestic Cups,CHI,M
9126,Primera B,/leagues/9126/overview/primera-b,Domestic Leagues - 1st Tier,CHI,M
9761,Primera Division Qualification,/leagues/9761/overview/primera-division-qualification,Domestic Leagues - 1st Tier,CHI,M
9407,Super Cup,/leagues/9407/overview/super-cup,Domestic Cups,CHI,M
120,Super League,/leagues/120/overview/super-league,Domestic Leagues - 1st Tier,CHN,M
9550,Cup,/leagues/9550/overview/cup,Domestic Cups,CHN,M
9491,Super Cup,/leagues/9491/overview/super-cup,Domestic Cups,CHN,M
9901,Super League Qualification,/leagues/9901/overview/super-league-qualification,Domestic Leagues - 1st Tier,CHN,M
274,Primera A,/leagues/274/overview/primera-a,Domestic Leagues - 1st Tier,COL,M
9125,Primera B,/leagues/9125/overview/primera-b,Domestic Leagues - 2nd Tier,COL,M
121,Primera Division,/leagues/121/overview/primera-division,Domestic Leagues - 1st Tier,CRC,M
10223,Super cup,/leagues/10223/overview/super-cup,Domestic Cups,CRC,M
252,1. Division,/leagues/252/overview/1.-division,Domestic Leagues - 1st Tier,CRO,M
275,FA Cup,/leagues/275/overview/fa-cup,Domestic Cups,CRO,M
276,Super Cup,/leagues/276/overview/super-cup,Domestic Cups,CRO,M
136,1. Division,/leagues/136/overview/1.-division,Domestic Leagues - 1st Tier,CYP,M
330,Cup,/leagues/330/overview/cup,Domestic Cups,CYP,M
521,Super Cup,/leagues/521/overview/super-cup,Domestic Cups,CYP,M
122,1. Liga,/leagues/122/overview/1.-liga,Domestic Leagues - 1st Tier,CZE,M
254,Cup,/leagues/254/overview/cup,Domestic Cups,CZE,M
253,FNL,/leagues/253/overview/fnl,Domestic Leagues - 2nd Tier,CZE,M
46,Superligaen,/leagues/46/overview/superligaen,Domestic Leagues - 1st Tier,DEN,M
85,1. Division,/leagues/85/overview/1.-division,Domestic Leagues - 2nd Tier,DEN,M
239,2. Division,/leagues/239/overview/2.-division,Domestic Leagues - 3rd Tier and Lower,DEN,M
240,3. Division,/leagues/240/overview/3.-division,Domestic Leagues - 3rd Tier and Lower,DEN,M
242,DBU Pokalen,/leagues/242/overview/dbu-pokalen,Domestic Cups,DEN,M
256,Kvindeligaen,/leagues/256/overview/kvindeligaen,Domestic Leagues - 1st Tier,DEN,M
246,Serie A,/leagues/246/overview/serie-a,Domestic Leagues - 1st Tier,ECU,M
519,Premier League,/leagues/519/overview/premier-league,Domestic Leagues - 1st Tier,EGY,M
9941,Cup,/leagues/9941/overview/cup,Domestic Cups,EGY,M
10270,League Cup,/leagues/10270/overview/league-cup,Domestic Cups,EGY,M
335,Primera Division,/leagues/335/overview/primera-division,Domestic Leagues - 1st Tier,SLV,M
47,Premier League,/leagues/47/overview/premier-league,Domestic Leagues - 1st Tier,ENG,M
48,Championship,/leagues/48/overview/championship,Domestic Leagues - 2nd Tier,ENG,M
108,League One,/leagues/108/overview/league-one,Domestic Leagues - 3rd Tier and Lower,ENG,M
109,League Two,/leagues/109/overview/league-two,Domestic Leagues - 3rd Tier and Lower,ENG,M
117,National League,/leagues/117/overview/national-league,Domestic Leagues - 3rd Tier and Lower,ENG,M
8944,National North & South,/leagues/8944/overview/national-north-&-south,Domestic Leagues - 3rd Tier and Lower,ENG,M
8947,Premier Division,/leagues/8947/overview/premier-division,Domestic Leagues - 3rd Tier and Lower,ENG,M
9084,Premier League 2 Div 1,/leagues/9084/overview/premier-league-2-div-1,Domestic Youth Leagues,ENG,M
10176,Premier League 2 Div 2,/leagues/10176/overview/premier-league-2-div-2,Domestic Youth Leagues,ENG,M
247,Community Shield,/leagues/247/overview/community-shield,Domestic Cups,ENG,M
132,FA Cup,/leagues/132/overview/fa-cup,Domestic Cups,ENG,M
133,EFL Cup,/leagues/133/overview/efl-cup,Domestic Cups,ENG,M
142,EFL Trophy,/leagues/142/overview/efl-trophy,Domestic Cups,ENG,M
9253,FA Trophy,/leagues/9253/overview/fa-trophy,Domestic Cups,ENG,M
10068,Premier League U18,/leagues/10068/overview/premier-league-u18,Domestic Youth Leagues,ENG,M
9227,WSL,/leagues/9227/overview/wsl,Domestic Leagues - 1st Tier,ENG,F
10173,Women's Community Shield,/leagues/10173/overview/womens-community-shield,Domestic Cups,ENG,F
10082,FA Cup (Women),/leagues/10082/overview/fa-cup-(women),Domestic Cups,ENG,F
9717,Women's League Cup,/leagues/9717/overview/womens-league-cup,Domestic Cups,ENG,F
248,Meistriliiga,/leagues/248/overview/meistriliiga,Domestic Leagues - 1st Tier,EST,M
10034,Meistrilia Qualification,/leagues/10034/overview/meistrilia-qualification,Domestic Leagues - 1st Tier,EST,M
9069,Super Cup,/leagues/9069/overview/super-cup,Domestic Cups,EST,M
9523,Cup,/leagues/9523/overview/cup,Domestic Cups,FRO,M
250,Premier League,/leagues/250/overview/premier-league,Domestic Leagues - 1st Tier,FRO,M
10187,Premier League Qualification,/leagues/10187/overview/premier-league-qualification,Domestic Leagues - 1st Tier,FRO,M
51,Veikkausliiga,/leagues/51/overview/veikkausliiga,Domestic Leagues - 1st Tier,FIN,M
52,Finland Promotion/Relegation,/leagues/52/overview/finland-promotion%2frelegation,Domestic Leagues - 1st Tier,FIN,M
251,Ykkönen,/leagues/251/overview/ykknen,Domestic Leagues - 2nd Tier,FIN,M
143,Cup,/leagues/143/overview/cup,Domestic Cups,FIN,M
8969,Kakkonen,/leagues/8969/overview/kakkonen,Domestic Leagues - 3rd Tier and Lower,FIN,M
10174,Kansallinen (Women),/leagues/10174/overview/kansallinen-(women),Domestic Leagues - 1st Tier,FIN,F
10186,Kansallinen Qualification (Women),/leagues/10186/overview/kansallinen-qualification-(women),Domestic Leagues - 1st Tier,FIN,F
53,Ligue 1,/leagues/53/overview/ligue-1,Domestic Leagues - 1st Tier,FRA,M
110,Ligue 2,/leagues/110/overview/ligue-2,Domestic Leagues - 2nd Tier,FRA,M
8970,National,/leagues/8970/overview/national,Domestic Leagues - 3rd Tier and Lower,FRA,M
134,Coupe de France,/leagues/134/overview/coupe-de-france,Domestic Cups,FRA,M
9677,Division 1 (W),/leagues/9677/overview/division-1-(w),Domestic Leagues - 1st Tier,FRA,F
9666,Ligue 1 Qualification,/leagues/9666/overview/ligue-1-qualification,Domestic Leagues - 1st Tier,FRA,M
9667,Ligue 2 Qualification,/leagues/9667/overview/ligue-2-qualification,Domestic Leagues - 2nd Tier,FRA,M
207,Super Cup,/leagues/207/overview/super-cup,Domestic Cups,FRA,M
439,Erovnuli,/leagues/439/overview/erovnuli,Domestic Leagues - 1st Tier,GEO,M
9310,Erovnuli Qualification,/leagues/9310/overview/erovnuli-qualification,Domestic Leagues - 1st Tier,GEO,M
54,1. Bundesliga,/leagues/54/overview/1.-bundesliga,Domestic Leagues - 1st Tier,GER,M
146,2. Bundesliga,/leagues/146/overview/2.-bundesliga,Domestic Leagues - 2nd Tier,GER,M
208,3. Liga,/leagues/208/overview/3.-liga,Domestic Leagues - 3rd Tier and Lower,GER,M
209,DFB Pokal,/leagues/209/overview/dfb-pokal,Domestic Cups,GER,M
512,Regionalliga,/leagues/512/overview/regionalliga,Domestic Leagues - 3rd Tier and Lower,GER,M
9081,1. Bundesliga Promotion/Relegation,/leagues/9081/overview/1.-bundesliga-promotion%2frelegation,Domestic Leagues - 1st Tier,GER,M
9734,2. Bundesliga Qualification,/leagues/9734/overview/2.-bundesliga-qualification,Domestic Leagues - 2nd Tier,GER,M
8924,Super Cup,/leagues/8924/overview/super-cup,Domestic Cups,GER,M
9676,Frauen Bundesliga,/leagues/9676/overview/frauen-bundesliga,Domestic Leagues - 1st Tier,GER,F
522,Premier League,/leagues/522/overview/premier-league,Domestic Leagues - 1st Tier,GHA,M
135,Super League 1,/leagues/135/overview/super-league-1,Domestic Leagues - 1st Tier,GRE,M
145,Greece Cup,/leagues/145/overview/greece-cup,Domestic Cups,GRE,M
8815,Super League 2,/leagues/8815/overview/super-league-2,Domestic Leagues - 2nd Tier,GRE,M
10019,Super League Qualification,/leagues/10019/overview/super-league-qualification,Domestic Leagues - 1st Tier,GRE,M
336,Liga Nacional,/leagues/336/overview/liga-nacional,Domestic Leagues - 1st Tier,GUA,M
337,Liga Nacional,/leagues/337/overview/liga-nacional,Domestic Leagues - 1st Tier,HON,M
212,NB I,/leagues/212/overview/nb-i,Domestic Leagues - 1st Tier,HUN,M
213,FA Cup,/leagues/213/overview/fa-cup,Domestic Cups,HUN,M
215,Besta deildin,/leagues/215/overview/besta-deildin,Domestic Leagues - 1st Tier,ISL,M
216,1. Deild,/leagues/216/overview/1.-deild,Domestic Leagues - 2nd Tier,ISL,M
217,Cup,/leagues/217/overview/cup,Domestic Cups,ISL,M
10009,Super Cup,/leagues/10009/overview/super-cup,Domestic Cups,ISL,M
10226,2. Deild,/leagues/10226/overview/2.-deild,Domestic Leagues - 3rd Tier and Lower,ISL,M
9478,Super League,/leagues/9478/overview/super-league,Domestic Leagues - 1st Tier,IND,M
8982,I League,/leagues/8982/overview/i-league,Domestic Leagues - 2nd Tier,IND,M
8983,Liga 1,/leagues/8983/overview/liga-1,Domestic Leagues - 1st Tier,IDN,M
10056,Liga 2,/leagues/10056/overview/liga-2,Domestic Leagues - 2nd Tier,IDN,M
523,Persian Gulf,/leagues/523/overview/persian-gulf,Domestic Leagues - 1st Tier,IRN,M
9372,Azadegan,/leagues/9372/overview/azadegan,Domestic Leagues - 2nd Tier,IRN,M
9487,Hazfi cup,/leagues/9487/overview/hazfi-cup,Domestic Cups,IRN,M
126,Premier Division,/leagues/126/overview/premier-division,Domestic Leagues - 1st Tier,IRL,M
221,Premier Division Qualification,/leagues/221/overview/premier-division-qualification,Domestic Leagues - 1st Tier,IRL,M
218,First Division,/leagues/218/overview/first-division,Domestic Leagues - 2nd Tier,IRL,M
219,FAI Cup,/leagues/219/overview/fai-cup,Domestic Cups,IRL,M
220,League Cup,/leagues/220/overview/league-cup,Domestic Cups,IRL,M
9431,Super Cup,/leagues/9431/overview/super-cup,Domestic Cups,IRL,M
127,Ligat HaAl,/leagues/127/overview/ligat-haal,Domestic Leagues - 1st Tier,ISR,M
128,Leumit League,/leagues/128/overview/leumit-league,Domestic Leagues - 2nd Tier,ISR,M
9097,Cup,/leagues/9097/overview/cup,Domestic Cups,ISR,M
9735,Leumit League Qualification,/leagues/9735/overview/leumit-league-qualification,Domestic Leagues - 2nd Tier,ISR,M
9862,Super Cup,/leagues/9862/overview/super-cup,Domestic Cups,ISR,M
9098,Toto cup,/leagues/9098/overview/toto-cup,Domestic Cups,ISR,M
55,Serie A,/leagues/55/overview/serie-a,Domestic Leagues - 1st Tier,ITA,M
86,Serie B,/leagues/86/overview/serie-b,Domestic Leagues - 2nd Tier,ITA,M
141,Coppa Italia,/leagues/141/overview/coppa-italia,Domestic Cups,ITA,M
147,Serie C,/leagues/147/overview/serie-c,Domestic Leagues - 3rd Tier and Lower,ITA,M
222,Supercoppa,/leagues/222/overview/supercoppa,Domestic Cups,ITA,M
10178,Serie A Women,/leagues/10178/overview/serie-a-women,Domestic Leagues - 1st Tier,ITA,F
223,J. League,/leagues/223/overview/j.-league,Domestic Leagues - 1st Tier,JPN,M
8974,J. League 2,/leagues/8974/overview/j.-league-2,Domestic Leagues - 2nd Tier,JPN,M
9136,J. League 3,/leagues/9136/overview/j.-league-3,Domestic Leagues - 3rd Tier and Lower,JPN,M
9011,Cup,/leagues/9011/overview/cup,Domestic Cups,JPN,M
224,League Cup,/leagues/224/overview/league-cup,Domestic Cups,JPN,M
440,Super Cup,/leagues/440/overview/super-cup,Domestic Cups,JPN,M
528,Premier League,/leagues/528/overview/premier-league,Domestic Leagues - 1st Tier,JOR,M
225,Premier League,/leagues/225/overview/premier-league,Domestic Leagues - 1st Tier,KAZ,M
9504,Super Cup,/leagues/9504/overview/super-cup,Domestic Cups,KAZ,M
226,Virsliga,/leagues/226/overview/virsliga,Domestic Leagues - 1st Tier,LVA,M
228,A Lyga,/leagues/228/overview/a-lyga,Domestic Leagues - 1st Tier,LTU,M
9493,Super Cup,/leagues/9493/overview/super-cup,Domestic Cups,LTU,M
229,National Division,/leagues/229/overview/national-division,Domestic Leagues - 1st Tier,LUX,M
9527,Cup,/leagues/9527/overview/cup,Domestic Cups,LUX,M
8985,Super Liga,/leagues/8985/overview/super-liga,Domestic Leagues - 1st Tier,MAS,M
230,Liga MX,/leagues/230/overview/liga-mx,Domestic Leagues - 1st Tier,MEX,M
8976,Liga de Expansión MX,/leagues/8976/overview/liga-de-expansin-mx,Domestic Leagues - 2nd Tier,MEX,M
9345,Copa MX,/leagues/9345/overview/copa-mx,Domestic Cups,MEX,M
9906,Liga MX Femenil,/leagues/9906/overview/liga-mx-femenil,Domestic Leagues - 1st Tier,MEX,F
231,National Division,/leagues/231/overview/national-division,Domestic Leagues - 1st Tier,MDA,M
9530,Cup,/leagues/9530/overview/cup,Domestic Cups,MDA,M
9985,Super Cup,/leagues/9985/overview/super-cup,Domestic Cups,MDA,M
232,1. CFL,/leagues/232/overview/1.-cfl,Domestic Leagues - 1st Tier,MNE,M
9178,1. CFL Qualification,/leagues/9178/overview/1.-cfl-qualification,Domestic Leagues - 1st Tier,MNE,M
530,Botola Pro,/leagues/530/overview/botola-pro,Domestic Leagues - 1st Tier,MAR,M
10088,National League,/leagues/10088/overview/national-league,Domestic Leagues - 3rd Tier and Lower,MYA,M
57,Eredivisie,/leagues/57/overview/eredivisie,Domestic Leagues - 1st Tier,NED,M
111,Eerste Divisie,/leagues/111/overview/eerste-divisie,Domestic Leagues - 2nd Tier,NED,M
9195,Tweede Divisie,/leagues/9195/overview/tweede-divisie,Domestic Leagues - 3rd Tier and Lower,NED,M
58,Eredivisie Qualification,/leagues/58/overview/eredivisie-qualification,Domestic Leagues - 1st Tier,NED,M
10289,Eredivisie Vrouwen,/leagues/10289/overview/eredivisie-vrouwen,Domestic Leagues - 1st Tier,NED,M
235,KNVB Cup,/leagues/235/overview/knvb-cup,Domestic Cups,NED,M
237,Super Cup,/leagues/237/overview/super-cup,Domestic Cups,NED,M
9015,Liga Primera,/leagues/9015/overview/liga-primera,Domestic Leagues - 1st Tier,NCA,M
10156,Liga Primera Qualification,/leagues/10156/overview/liga-primera-qualification,Domestic Leagues - 1st Tier,NCA,M
533,Professional Football League,/leagues/533/overview/professional-football-league,Domestic Leagues - 1st Tier,NGA,M
249,Prva Liga,/leagues/249/overview/prva-liga,Domestic Leagues - 1st Tier,MKD,M
9528,Cup,/leagues/9528/overview/cup,Domestic Cups,MKD,M
129,Premiership,/leagues/129/overview/premiership,Domestic Leagues - 1st Tier,NIR,M
59,Eliteserien,/leagues/59/overview/eliteserien,Domestic Leagues - 1st Tier,NOR,M
203,OBOS-ligaen,/leagues/203/overview/obos-ligaen,Domestic Leagues - 2nd Tier,NOR,M
204,2. Divisjon,/leagues/204/overview/2.-divisjon,Domestic Leagues - 3rd Tier and Lower,NOR,M
331,Toppserien (W),/leagues/331/overview/toppserien-(w),Domestic Leagues - 1st Tier,NOR,F
60,Eliteserien Qualification,/leagues/60/overview/eliteserien-qualification,Domestic Leagues - 1st Tier,NOR,M
206,Norgesmesterskapet,/leagues/206/overview/norgesmesterskapet,Domestic Cups,NOR,M
9754,OBOS-ligaen Qualification,/leagues/9754/overview/obos-ligaen-qualification,Domestic Leagues - 2nd Tier,NOR,M
10230,Cup,/leagues/10230/overview/cup,Domestic Cups,PAR,M
199,Division Profesional,/leagues/199/overview/division-profesional,Domestic Leagues - 1st Tier,PAR,M
10259,Supercopa,/leagues/10259/overview/supercopa,Domestic Cups,PAR,M
131,Primera Division,/leagues/131/overview/primera-division,Domestic Leagues - 1st Tier,PER,M
196,Ekstraklasa,/leagues/196/overview/ekstraklasa,Domestic Leagues - 1st Tier,POL,M
197,1 Liga,/leagues/197/overview/1-liga,Domestic Leagues - 2nd Tier,POL,M
198,Puchar Polski,/leagues/198/overview/puchar-polski,Domestic Cups,POL,M
200,Superpuchar Polski,/leagues/200/overview/superpuchar-polski,Domestic Cups,POL,M
8935,2. Division,/leagues/8935/overview/2.-division,Domestic Leagues - 3rd Tier and Lower,POL,M
61,Liga Portugal,/leagues/61/overview/liga-portugal,Domestic Leagues - 1st Tier,POR,M
185,Liga Portugal 2,/leagues/185/overview/liga-portugal-2,Domestic Leagues - 2nd Tier,POR,M
187,League Cup,/leagues/187/overview/league-cup,Domestic Cups,POR,M
9112,Liga 3,/leagues/9112/overview/liga-3,Domestic Leagues - 3rd Tier and Lower,POR,M
10215,Liga Portugal Qualification,/leagues/10215/overview/liga-portugal-qualification,Domestic Leagues - 1st Tier,POR,M
186,Portugal Cup,/leagues/186/overview/portugal-cup,Domestic Cups,POR,M
188,Super Cup,/leagues/188/overview/super-cup,Domestic Cups,POR,M
535,Qatar Stars League,/leagues/535/overview/qatar-stars-league,Domestic Leagues - 1st Tier,QAT,M
189,Liga I,/leagues/189/overview/liga-i,Domestic Leagues - 1st Tier,ROU,M
9587,Liga I Qualification,/leagues/9587/overview/liga-i-qualification,Domestic Leagues - 1st Tier,ROU,M
9113,Liga II,/leagues/9113/overview/liga-ii,Domestic Leagues - 2nd Tier,ROU,M
190,Romania Cup,/leagues/190/overview/romania-cup,Domestic Cups,ROU,M
192,Super Cup,/leagues/192/overview/super-cup,Domestic Cups,ROU,M
63,Premier League,/leagues/63/overview/premier-league,Domestic Leagues - 1st Tier,RUS,M
193,Cup,/leagues/193/overview/cup,Domestic Cups,RUS,M
195,Super Cup,/leagues/195/overview/super-cup,Domestic Cups,RUS,M
338,1. Division,/leagues/338/overview/1.-division,Domestic Leagues - 2nd Tier,RUS,M
